Target ppm,Target RH (%),Target T (C),Vout0,Vout1,Vout2,Vout3,Vout4,Vout5,Vout6,Vout7,Vout8,Vout9,Vout10,Vout11,Vout12,Vout13,Vout14,Vout15,Vref0,Vref1,Vref2,Vref3,Vref4,Vref5,Vref6,Vref7,Vref8,Vref9,Vref10,Vref11,Vref12,Vref13,Vref14,Vref15,Reactor Temperature(C),SHTTemp(C),Humidity%,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas
0,15,20,0.432763,0.515186,0.53498,0.576192,0.517457,0.444769,0.512914,0.435683,0.436253,0.5146,0.500356,0.511039,0.495499,0.517838,0.555393,0.498737,2.574791,2.696155,2.708486,2.637096,2.657215,2.655592,2.774684,2.65397,2.632244,2.705088,2.714153,2.774371,2.576235,2.655554,2.744909,2.585624,28.3,20.34,15.08,A,11.83,27.03,0,0,0,CH4,B,11.89,27.65,27.48,22.05,22,O2,C,12.64,27.17,40.9,34.9,35,O2,D,11.88,27.34,0.1,0.1,0,N2,E,12.71,28.25,0.269,0.23,0.268,N2
0,15,20,0.411346,0.501232,0.520702,0.573596,0.516808,0.45061,0.5061,0.435359,0.449851,0.507154,0.506507,0.513629,0.513305,0.493557,0.566076,0.508449,2.571871,2.684473,2.703618,2.641314,2.633851,2.661433,2.776307,2.62801,2.616057,2.702174,2.712858,2.766601,2.572998,2.669476,2.749442,2.622855,28.34,20.32,15.06,A,11.83,27.03,0,0,0,CH4,B,11.89,27.63,27.33,21.93,22,O2,C,12.63,27.16,41,35,35,O2,D,11.89,27.34,0.3,0.2,0,N2,E,12.69,28.25,0.268,0.229,0.268,N2
0,15,20,0.436332,0.510643,0.519729,0.565483,0.518755,0.452233,0.496365,0.447041,0.425893,0.526579,0.50165,0.500032,0.504888,0.501003,0.563486,0.502622,2.564732,2.695506,2.694208,2.644884,2.656566,2.652996,2.773062,2.651049,2.628359,2.695699,2.711563,2.781493,2.560048,2.650374,2.740701,2.628683,28.37,20.35,15.08,A,11.83,27.03,0,0,0,CH4,B,11.89,27.63,27.43,22.01,22,O2,C,12.64,27.16,40.8,34.8,35,O2,D,11.89,27.35,0.3,0.2,0,N2,E,12.7,28.25,0.267,0.229,0.268,N2
0,15,20,0.440226,0.504153,0.529788,0.573271,0.509345,0.444769,0.49604,0.448014,0.433987,0.504564,0.489672,0.521723,0.493881,0.50424,0.564134,0.491614,2.554023,2.690314,2.684797,2.630606,2.657215,2.66338,2.773062,2.651049,2.61379,2.699908,2.717391,2.772428,2.544184,2.686958,2.746852,2.600193,28.31,20.33,15.1,A,11.83,27.03,0,0,0,CH4,B,11.89,27.62,27.38,21.97,22,O2,C,12.65,27.16,41.1,35.1,35,O2,D,11.9,27.35,0.2,0.1,0,N2,E,12.71,28.23,0.268,0.229,0.268,N2
0,15,20,0.426597,0.497338,0.528166,0.570675,0.511292,0.446067,0.522974,0.44412,0.434958,0.523989,0.507802,0.520752,0.517514,0.500032,0.553774,0.500032,2.566354,2.713353,2.709459,2.640665,2.652672,2.659162,2.762353,2.651698,2.620265,2.708002,2.724513,2.775666,2.567494,2.646166,2.763363,2.609582,28.38,20.29,15.08,A,11.83,27.03,0,0,0,CH4,B,11.89,27.64,27.41,21.99,22,O2,C,12.64,27.17,41.2,35.2,35,O2,D,11.9,27.35,0.1,0.1,0,N2,E,12.71,28.24,0.268,0.229,0.268,N2
0,15,20,0.434385,0.485981,0.516159,0.568728,0.498312,0.459696,0.500908,0.445418,0.434635,0.523665,0.499061,0.544385,0.511363,0.497442,0.567048,0.489996,2.575765,2.695181,2.713029,2.649751,2.652023,2.657864,2.776631,2.64391,2.616704,2.712858,2.684692,2.786349,2.555839,2.657173,2.736168,2.612819,28.34,20.35,15.05,A,11.83,27.03,0,0,0,CH4,B,11.9,27.64,27.4,21.99,22,O2,C,12.63,27.16,40.9,34.9,35,O2,D,11.89,27.36,0.1,0.1,0,N2,E,12.7,28.24,0.268,0.229,0.268,N2
0,15,20,0.432438,0.491173,0.524921,0.566457,0.520378,0.464888,0.504477,0.435683,0.437225,0.519133,0.495823,0.513953,0.51201,0.509097,0.572228,0.499708,2.563434,2.690314,2.707188,2.641963,2.66046,2.668572,2.747426,2.641314,2.610877,2.710268,2.713182,2.788939,2.57753,2.665591,2.739406,2.602783,28.34,20.33,15.06,A,11.83,27.03,0,0,0,CH4,B,11.89,27.63,27.58,22.13,22,O2,C,12.63,27.17,41,35,35,O2,D,11.9,27.35,0.2,0.1,0,N2,E,12.7,28.24,0.268,0.229,0.268,N2
0,15,20,0.436008,0.51259,0.522649,0.572947,0.5061,0.448988,0.500583,0.438279,0.428483,0.515248,0.495499,0.522047,0.512334,0.504564,0.554421,0.497118,2.578685,2.692585,2.713678,2.637096,2.6504,2.662407,2.773386,2.651698,2.612819,2.704117,2.724513,2.772752,2.56976,2.665591,2.759478,2.598898,28.32,20.33,15.08,A,11.83,27.03,0,0,0,CH4,B,11.9,27.63,27.45,22.04,22,O2,C,12.64,27.17,41,35,35,O2,D,11.89,27.34,0.1,0.1,0,N2,E,12.69,28.25,0.268,0.229,0.268,N2
0,15,20,0.423677,0.506424,0.533358,0.558344,0.528166,0.43471,0.509669,0.447365,0.419742,0.536292,0.518809,0.526579,0.517838,0.497118,0.55863,0.489996,2.565381,2.6994,2.700373,2.632228,2.657864,2.648778,2.753267,2.639692,2.613467,2.714153,2.712211,2.757536,2.573969,2.655878,2.754946,2.6112,28.34,20.32,15.09,A,11.83,27.03,0,0,0,CH4,B,11.91,27.63,27.4,22.02,22,O2,C,12.63,27.16,41.1,35.1,35,O2,D,11.89,27.33,0.1,0.1,0,N2,E,12.71,28.24,0.268,0.229,0.268,N2
0,15,20,0.430816,0.505775,0.522649,0.579112,0.526219,0.439253,0.497014,0.450286,0.431073,0.511039,0.508449,0.51719,0.523018,0.513629,0.570609,0.511363,2.57901,2.708486,2.708161,2.63742,2.659486,2.663056,2.758135,2.639043,2.624474,2.694404,2.732607,2.787968,2.578178,2.659116,2.745557,2.632568,28.39,20.31,15.07,A,11.84,27.02,0,0,0,CH4,B,11.91,27.62,27.39,22,22,O2,C,12.63,27.17,41.1,35.1,35,O2,D,11.89,27.33,0.2,0.1,0,N2,E,12.69,28.25,0.269,0.23,0.268,N2
