Target ppm,Target RH (%),Target T (C),Vout0,Vout1,Vout2,Vout3,Vout4,Vout5,Vout6,Vout7,Vout8,Vout9,Vout10,Vout11,Vout12,Vout13,Vout14,Vout15,Vref0,Vref1,Vref2,Vref3,Vref4,Vref5,Vref6,Vref7,Vref8,Vref9,Vref10,Vref11,Vref12,Vref13,Vref14,Vref15,Reactor Temperature(C),SHTTemp(C),Humidity%,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas
0,45,20,0.597609,0.664131,0.696582,0.742012,0.696582,0.583655,0.671595,0.568079,0.58971,0.712734,0.680036,0.696871,0.699785,0.663848,0.749318,0.660935,2.567328,2.693234,2.696155,2.63742,2.675387,2.657539,2.770141,2.643261,2.610877,2.700556,2.708326,2.772752,2.550983,2.651346,2.761744,2.619942,28.36,20.06,44.54,A,11.86,27.79,0,0,0,CH4,B,11.84,27.53,0,0,0,O2,C,12.77,28.4,65.3,56.1,56,O2,D,12.65,29.73,80.4,68.2,68.3,N2,E,12.71,29.05,0.196,0.167,0.195,N2
0,45,20,0.589172,0.676138,0.6849,0.74623,0.70729,0.596311,0.659913,0.570351,0.59489,0.678417,0.66223,0.692662,0.68295,0.652841,0.737987,0.658992,2.56895,2.669546,2.697453,2.638394,2.655268,2.665652,2.769492,2.646506,2.619294,2.724189,2.716096,2.785054,2.572027,2.647137,2.758507,2.621884,28.3,20.07,44.55,A,11.87,27.8,0,0,0,CH4,B,11.84,27.53,0,0,0,O2,C,12.76,28.41,65.2,56,56,O2,D,12.64,29.73,80.1,67.8,68.3,N2,E,12.7,29.06,0.195,0.166,0.195,N2
0,45,20,0.597609,0.680681,0.696257,0.736171,0.697555,0.595013,0.674515,0.574569,0.56899,0.701727,0.680036,0.684568,0.689748,0.66223,0.737987,0.658992,2.560513,2.683824,2.694857,2.637745,2.658513,2.669221,2.787015,2.634824,2.633863,2.727103,2.692138,2.777284,2.583682,2.655554,2.743291,2.62156,28.34,20.06,44.56,A,11.86,27.8,0,0,0,CH4,B,11.86,27.51,0,0,0,O2,C,12.77,28.4,65.2,56,56,O2,D,12.65,29.73,80.6,68.3,68.3,N2,E,12.7,29.06,0.195,0.166,0.195,N2
0,45,20,0.599231,0.673866,0.697555,0.751098,0.7008,0.580735,0.673542,0.575867,0.60525,0.692338,0.671942,0.683921,0.674532,0.670971,0.749966,0.670647,2.56895,2.698751,2.6994,2.6345,2.645533,2.673115,2.775982,2.637745,2.602783,2.692786,2.704441,2.777284,2.555192,2.670447,2.756241,2.60602,28.3,20.07,44.56,A,11.85,27.8,0,0,0,CH4,B,11.85,27.53,0,0,0,O2,C,12.76,28.41,65.2,56,56,O2,D,12.64,29.73,80.2,67.9,68.3,N2,E,12.69,29.05,0.195,0.166,0.195,N2
0,45,20,0.595986,0.678734,0.698529,0.740065,0.686847,0.59047,0.666727,0.57749,0.592624,0.706583,0.669028,0.705936,0.661582,0.670323,0.749966,0.646042,2.581281,2.682201,2.70589,2.649102,2.640341,2.649427,2.785068,2.638718,2.623179,2.695376,2.721923,2.785702,2.580768,2.651993,2.753974,2.60602,28.38,20.06,44.59,A,11.87,27.8,0,0,0,CH4,B,11.85,27.53,0,0,0,O2,C,12.76,28.42,65.1,55.9,56,O2,D,12.65,29.73,80.3,68,68.3,N2,E,12.69,29.04,0.195,0.166,0.195,N2
0,45,20,0.594688,0.666727,0.698853,0.735846,0.693012,0.589172,0.679707,0.581384,0.590681,0.706583,0.661582,0.696223,0.705288,0.655755,0.745433,0.653165,2.564732,2.675387,2.693234,2.634175,2.651049,2.660135,2.773062,2.634175,2.616057,2.714477,2.700232,2.794767,2.567818,2.643575,2.746204,2.628683,28.36,20.07,44.58,A,11.86,27.8,0,0,0,CH4,B,11.84,27.51,0,0,0,O2,C,12.77,28.41,65.1,55.9,56,O2,D,12.64,29.72,80.2,67.9,68.3,N2,E,12.69,29.05,0.195,0.166,0.195,N2
0,45,20,0.59988,0.685224,0.695284,0.73033,0.705019,0.592092,0.680032,0.576841,0.581616,0.695576,0.696547,0.673561,0.685216,0.659963,0.746081,0.659963,2.573169,2.698426,2.709784,2.652672,2.672791,2.663705,2.768194,2.646182,2.619618,2.688577,2.701851,2.783436,2.557782,2.632892,2.719333,2.618323,28.27,20.06,44.6,A,11.86,27.8,0,0,0,CH4,B,11.84,27.52,0,0,0,O2,C,12.77,28.41,65.2,56.1,56,O2,D,12.65,29.71,80.2,67.9,68.3,N2,E,12.69,29.03,0.195,0.166,0.195,N2
0,45,20,0.602801,0.683277,0.693012,0.74623,0.680032,0.581384,0.666403,0.575867,0.582911,0.703022,0.671295,0.705288,0.690396,0.669352,0.738311,0.655431,2.560838,2.691287,2.719194,2.64391,2.670195,2.658513,2.7643,2.636771,2.63451,2.733254,2.717714,2.768543,2.566847,2.652641,2.758183,2.627064,28.27,20.07,44.6,A,11.87,27.79,0,0,0,CH4,B,11.84,27.53,0,0,0,O2,C,12.77,28.41,65.2,56,56,O2,D,12.65,29.75,80.2,68,68.3,N2,E,12.69,29.04,0.195,0.166,0.195,N2
0,45,20,0.598258,0.686198,0.706641,0.748177,0.678734,0.585278,0.67127,0.571649,0.591653,0.69331,0.675827,0.713706,0.674208,0.661906,0.736368,0.652517,2.570573,2.677334,2.721466,2.62801,2.654294,2.670195,2.777605,2.648453,2.585624,2.713506,2.708973,2.774694,2.5853,2.662029,2.753974,2.630625,28.31,20.06,44.58,A,11.86,27.8,0,0,0,CH4,B,11.84,27.52,0,0,0,O2,C,12.76,28.4,65.3,56.1,56,O2,D,12.64,29.75,80.1,67.8,68.3,N2,E,12.7,29.05,0.195,0.166,0.195,N2
0,45,20,0.597933,0.673217,0.690416,0.732926,0.696906,0.592417,0.684251,0.58398,0.588739,0.694281,0.665791,0.687158,0.671942,0.659963,0.745757,0.665467,2.581606,2.682526,2.720168,2.641314,2.652023,2.665976,2.765274,2.652347,2.610877,2.710592,2.709944,2.779874,2.558429,2.658468,2.748471,2.627064,28.31,20.07,44.58,A,11.86,27.8,0,0,0,CH4,B,11.84,27.51,0,0,0,O2,C,12.76,28.4,65,55.8,56,O2,D,12.64,29.73,80.6,68.2,68.3,N2,E,12.7,29.04,0.195,0.166,0.195,N2
0,45,20,0.601503,0.663807,0.691714,0.74331,0.709562,0.594039,0.693012,0.56743,0.579026,0.704317,0.673885,0.687806,0.686835,0.665143,0.743814,0.660935,2.582579,2.687069,2.700049,2.628334,2.652672,2.657215,2.762029,2.641639,2.626093,2.695052,2.722894,2.776313,2.567818,2.670447,2.760773,2.629978,28.25,20.06,44.59,A,11.86,27.8,0,0,0,CH4,B,11.85,27.53,0,0,0,O2,C,12.76,28.41,65.3,56,56,O2,D,12.64,29.73,80.2,67.9,68.3,N2,E,12.71,29.04,0.195,0.166,0.195,N2
0,45,20,0.594688,0.676787,0.676138,0.747204,0.687496,0.585602,0.665105,0.576841,0.587444,0.699785,0.695252,0.690072,0.702051,0.672913,0.748347,0.659316,2.57544,2.689665,2.707837,2.641314,2.650725,2.669546,2.776956,2.637096,2.6112,2.703793,2.714801,2.793148,2.587567,2.649079,2.759154,2.622208,28.34,20.07,44.62,A,11.86,27.8,0,0,0,CH4,B,11.85,27.52,0,0,0,O2,C,12.76,28.4,65.1,55.9,56,O2,D,12.65,29.72,79.9,67.7,68.3,N2,E,12.69,29.06,0.195,0.166,0.195,N2
0,45,20,0.610264,0.674191,0.701125,0.751422,0.67776,0.584629,0.672568,0.564834,0.602336,0.705288,0.672913,0.717267,0.682302,0.673237,0.773923,0.654783,2.561162,2.67993,2.693559,2.654943,2.640665,2.647804,2.756512,2.642937,2.60861,2.709297,2.715448,2.770162,2.571055,2.645842,2.741672,2.625445,28.25,20.05,44.6,A,11.86,27.8,0,0,0,CH4,B,11.85,27.51,0,0,0,O2,C,12.76,28.4,65.2,56,56,O2,D,12.65,29.72,79.9,67.7,68.3,N2,E,12.7,29.05,0.195,0.166,0.195,N2
0,45,20,0.579112,0.685224,0.694959,0.749475,0.690092,0.579761,0.679707,0.57749,0.589063,0.692986,0.677446,0.66482,0.691367,0.665467,0.738958,0.643452,2.56246,2.687393,2.709784,2.645857,2.665003,2.667923,2.773386,2.64099,2.609905,2.703469,2.724189,2.755917,2.54904,2.646489,2.761744,2.617352,28.34,20.06,44.61,A,11.87,27.81,0,0,0,CH4,B,11.84,27.52,0,0,0,O2,C,12.76,28.41,65.3,56.1,56,O2,D,12.64,29.73,80.2,67.9,68.3,N2,E,12.71,29.08,0.195,0.166,0.195,N2
0,45,20,0.602152,0.67484,0.673542,0.746879,0.702423,0.599556,0.664131,0.575543,0.606221,0.684892,0.674208,0.686835,0.686187,0.66741,0.755469,0.648309,2.565381,2.697777,2.705241,2.657215,2.646506,2.665976,2.762029,2.656566,2.620913,2.709621,2.739406,2.769838,2.567818,2.664296,2.730341,2.625769,28.34,20.07,44.66,A,11.86,27.81,0,0,0,CH4,B,11.84,27.52,0,0,0,O2,C,12.77,28.41,65.3,56.1,56,O2,D,12.64,29.73,80.1,67.8,68.3,N2,E,12.69,29.06,0.195,0.166,0.195,N2
0,45,20,0.591443,0.688469,0.694959,0.739416,0.696257,0.591768,0.671919,0.577814,0.589063,0.705612,0.681978,0.713382,0.682302,0.678741,0.735073,0.650899,2.560189,2.68642,2.706539,2.648778,2.657864,2.674738,2.759757,2.658837,2.60861,2.699261,2.706383,2.783436,2.569437,2.660734,2.751061,2.608934,28.34,20.07,44.63,A,11.86,27.8,0,0,0,CH4,B,11.85,27.51,0,0,0,O2,C,12.77,28.41,65.2,56,56,O2,D,12.65,29.73,80.3,68,68.3,N2,E,12.69,29.06,0.196,0.167,0.195,N2
0,45,20,0.594364,0.682304,0.691714,0.744608,0.688469,0.595986,0.670297,0.566457,0.59748,0.706259,0.676151,0.686835,0.688777,0.652193,0.738634,0.657697,2.563434,2.67344,2.70589,2.638718,2.641963,2.658513,2.759757,2.652996,2.603107,2.705088,2.710592,2.809659,2.566523,2.642604,2.751384,2.631273,28.31,20.07,44.56,A,11.86,27.8,0,0,0,CH4,B,11.85,27.51,0,0,0,O2,C,12.77,28.4,65.2,56,56,O2,D,12.65,29.75,80.1,67.8,68.3,N2,E,12.7,29.09,0.195,0.166,0.195,N2
