BaseNum,Run,Test_RMSE,Test_Accuracy
1,1,14.319342613220215,0.3073394000530243
1,2,18.447317123413086,-0.13338279724121094
1,3,18.640230178833008,-0.15695638954639435
1,4,10.585448265075684,0.6163946986198425
1,5,16.720659255981445,0.0691584125161171
1,6,6.115598201751709,0.8668397068977356
1,7,18.640230178833008,-0.15695638954639435
1,8,15.121670722961426,0.2373417615890503
1,9,16.096895217895508,0.12383093684911728
1,10,8.847198486328125,0.7100651860237122
1,11,10.514735221862793,0.6202777028083801
1,12,13.731627464294434,0.36146438121795654
1,13,12.679322242736816,0.43137407302856445
1,14,16.082321166992188,0.12349244207143784
1,15,12.781609535217285,0.4549421966075897
1,16,14.958011627197266,0.2200494408607483
1,17,18.640230178833008,-0.15695638954639435
1,18,14.840481758117676,0.24357549846172333
1,19,18.640230178833008,-0.15695638954639435
1,20,13.422642707824707,0.3986489772796631
1,21,6.3757758140563965,0.8553103804588318
1,22,14.893782615661621,0.2587383985519409
1,23,18.644271850585938,-0.15745937824249268
1,24,12.307251930236816,0.4939989149570465
1,25,15.973548889160156,0.1490136831998825
1,26,18.714073181152344,-0.16616415977478027
1,27,18.454092025756836,-0.13422353565692902
1,28,6.231339931488037,0.8613330721855164
1,29,18.640230178833008,-0.15695638954639435
1,30,9.677191734313965,0.6752169728279114
1,31,18.640230178833008,-0.15695638954639435
1,32,18.640230178833008,-0.15695638954639435
1,33,18.640230178833008,-0.15695638954639435
1,34,14.156848907470703,0.33183881640434265
1,35,18.693458557128906,-0.1635899543762207
1,36,18.640230178833008,-0.15695638954639435
1,37,10.607995986938477,0.6150946021080017
1,38,8.723275184631348,0.7177982330322266
1,39,18.640230178833008,-0.15695638954639435
1,40,15.6103515625,0.18777118623256683
1,41,18.645748138427734,-0.15764319896697998
1,42,18.640230178833008,-0.15695638954639435
1,43,18.640230178833008,-0.15695638954639435
1,44,10.297039031982422,0.6464501023292542
1,45,14.501935005187988,0.288349449634552
1,46,9.89697551727295,0.6669637560844421
1,47,18.64055633544922,-0.15699689090251923
1,48,18.640230178833008,-0.15695638954639435
1,49,18.640230178833008,-0.15695638954639435
1,50,11.360125541687012,0.5640317797660828
1,51,18.640230178833008,-0.15695638954639435
1,52,10.551848411560059,0.6182494759559631
1,53,18.640886306762695,-0.15703797340393066
1,54,16.556875228881836,0.08702167123556137
1,55,14.844447135925293,0.2539263665676117
1,56,10.527558326721191,0.6197604537010193
1,57,18.640230178833008,-0.15695638954639435
1,58,6.549051761627197,0.8512430787086487
1,59,17.800172805786133,-0.05540488287806511
1,60,9.895003318786621,0.6657705903053284
1,61,15.41751766204834,0.2037414163351059
1,62,16.846664428710938,0.05475326254963875
1,63,18.640363693237305,-0.15697288513183594
1,64,11.250701904296875,0.5036432147026062
1,65,18.640230178833008,-0.15695638954639435
1,66,18.501075744628906,-0.13966481387615204
1,67,18.640241622924805,-0.15695767104625702
1,68,18.640230178833008,-0.15695638954639435
1,69,18.64125633239746,-0.15708403289318085
1,70,14.597243309020996,0.26647886633872986
1,71,18.640230178833008,-0.15695638954639435
1,72,6.8050384521484375,0.8393262028694153
1,73,18.640230178833008,-0.15695638954639435
1,74,15.230034828186035,0.22431355714797974
1,75,16.343841552734375,0.10968083143234253
1,76,16.38334846496582,0.10447347164154053
1,77,17.248254776000977,0.009177942760288715
1,78,10.297093391418457,0.6344263553619385
1,79,8.65334415435791,0.7188546061515808
1,80,10.907095909118652,0.600334644317627
1,81,18.640289306640625,-0.15696363151073456
1,82,18.640230178833008,-0.15695638954639435
1,83,18.462207794189453,-0.1352149248123169
1,84,10.213753700256348,0.652269184589386
1,85,15.976595878601074,0.14344526827335358
1,86,18.640230178833008,-0.15695638954639435
1,87,15.57708740234375,0.18928921222686768
1,88,8.73414134979248,0.7160345911979675
1,89,18.640230178833008,-0.15695638954639435
1,90,6.9374918937683105,0.8349957466125488
1,91,10.52844524383545,0.6195321679115295
1,92,10.57938289642334,0.6186806559562683
1,93,10.535929679870605,0.6191261410713196
1,94,18.447227478027344,-0.1333698034286499
1,95,18.66990852355957,-0.16065271198749542
1,96,9.547900199890137,0.685086190700531
1,97,16.383216857910156,0.10563447326421738
1,98,16.996950149536133,0.038393259048461914
1,99,18.640230178833008,-0.15695638954639435
1,100,10.353692054748535,0.6425274014472961
2,1,18.640230178833008,-0.15695638954639435
2,2,4.774735927581787,0.9181404709815979
2,3,6.137808322906494,0.8727070689201355
2,4,16.345949172973633,0.10218489170074463
2,5,6.393517971038818,0.8555132746696472
2,6,7.833292007446289,0.7957896590232849
2,7,18.462852478027344,-0.13529622554779053
2,8,5.726718425750732,0.8829700350761414
2,9,5.700252056121826,0.8832456469535828
2,10,5.5914483070373535,0.8929703831672668
2,11,4.226176738739014,0.9361579418182373
2,12,9.144457817077637,0.7138721346855164
2,13,15.287333488464355,0.21594040095806122
2,14,5.007558345794678,0.9055132269859314
2,15,7.1283135414123535,0.8234436511993408
2,16,5.655633449554443,0.8742416501045227
2,17,11.120783805847168,0.5306359529495239
2,18,4.856875419616699,0.9207757115364075
2,19,6.592088222503662,0.8519502282142639
2,20,9.211170196533203,0.7100574374198914
2,21,5.658870697021484,0.8677099347114563
2,22,7.267986297607422,0.8117365837097168
2,23,6.238590240478516,0.8633057475090027
2,24,5.923759937286377,0.8645143508911133
2,25,3.2185208797454834,0.9647276401519775
2,26,3.9230575561523438,0.9425271153450012
2,27,5.649694919586182,0.8895900249481201
2,28,4.669622421264648,0.919689953327179
2,29,14.78811264038086,0.2618161141872406
2,30,4.881170272827148,0.9146620631217957
2,31,4.984368801116943,0.9053749442100525
2,32,11.405086517333984,0.5545669198036194
2,33,5.099123001098633,0.9041737914085388
2,34,14.571502685546875,0.283326119184494
